assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002863925.1	PRJNA421018	SAMN02953672	PJAA00000000.1	representative genome	9796	9796	Equus caballus	breed=thoroughbred	Twilight	latest	Chromosome	Major	Full	05/01/2018	EquCab3.0	University of Louisville	GCF_002863925.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/925/GCA_002863925.1_EquCab3.0		
GCA_000696695.1	PRJNA200657	SAMN02808398	ATBW00000000.1	representative genome	9798	9798	Equus przewalskii		Burgud	latest	Scaffold	Major	Full	05/06/2014	Burgud	College of Animal Science, Inner Mongolian Agricultural University, China	GCF_000696695.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/695/GCA_000696695.1_Burgud		
GCA_000283155.1	PRJNA74583	SAMN00778988	AKZM00000000.1	representative genome	73337	9807	Ceratotherium simum simum		SDZICR_KB13650	latest	Scaffold	Major	Full	31/07/2012	CerSimSim1.0	Broad Institute	GCF_000283155.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/155/GCA_000283155.1_CerSimSim1.0		
GCA_000152225.2	PRJNA13972	SAMN02894304	ABRQ00000000.2	representative genome	9813	9813	Procavia capensis		Dallas Zoo Isis #01D731	latest	Scaffold	Major	Full	16/12/2014	Pcap_2.0	Baylor College of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/225/GCA_000152225.2_Pcap_2.0		
GCA_000298275.1	PRJNA74587	SAMN00744890	ALYB00000000.1	representative genome	1230840	9818	Orycteropus afer afer		SDZICR_OR568_19922	latest	Scaffold	Major	Full	20/09/2012	OryAfe1.0	Broad Institute	GCF_000298275.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/275/GCA_000298275.1_OryAfe1.0		
GCA_000003025.6	PRJNA13421	SAMN02953785	AEMK00000000.2	representative genome	9823	9823	Sus scrofa	breed=Duroc	TJ Tabasco	latest	Chromosome	Major	Full	07/02/2017	Sscrofa11.1	The Swine Genome Sequencing Consortium (SGSC)	GCF_000003025.6	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/025/GCA_000003025.6_Sscrofa11.1		
GCA_000325925.2	PRJNA144099	SAMN02953814	AJKK00000000.1	na	9823	9823	Sus scrofa	breed=Wuzhishan	L1-53	latest	Scaffold	Major	Full	18/03/2015	minipig_v1.0	BGI-shenzhen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/925/GCA_000325925.2_minipig_v1.0		
GCA_000331475.1	PRJNA176189	SAMN01731602	AOCR00000000.1	na	9823	9823	Sus scrofa	breed=Ellegaard Gottingen minipig		latest	Contig	Major	Full	10/01/2013	SscrofaMinipig	GlaxoSmithKline	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/475/GCA_000331475.1_SscrofaMinipig		
GCA_000472085.2	PRJNA186497	SAMN01894235	AORO00000000.2	na	9823	9823	Sus scrofa	breed=Tibetan		latest	Scaffold	Major	Full	08/08/2016	Tibetan_Pig_v2	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/085/GCA_000472085.2_Tibetan_Pig_v2		
GCA_001292865.1	PRJNA291011	SAMN03938573	LIDP00000000.1	na	9823	9823	Sus scrofa	breed=Goettingen		latest	Scaffold	Major	Full	16/09/2015	ss10.2_mar2013	F. Hoffmann - La Roche AG	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/292/865/GCA_001292865.1_ss10.2_mar2013		
GCA_001700135.1	PRJNA309108	SAMN04440478	LUXX00000000.1	na	9823	9823	Sus scrofa	breed=LargeWhite		latest	Scaffold	Major	Full	05/08/2016	Large_White_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/135/GCA_001700135.1_Large_White_v1		
GCA_001700155.1	PRJNA309108	SAMN04440482	LUXR00000000.1	na	9823	9823	Sus scrofa	breed=Rongchang		latest	Scaffold	Major	Full	05/08/2016	Rongchang_pig_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/155/GCA_001700155.1_Rongchang_pig_v1		
GCA_001700165.1	PRJNA309108	SAMN04440474	LUXS00000000.1	na	9823	9823	Sus scrofa	breed=Hampshire		latest	Scaffold	Major	Full	05/08/2016	Hampshire_pig_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/165/GCA_001700165.1_Hampshire_pig_v1		
GCA_001700195.1	PRJNA309108	SAMN04440481	LUXQ00000000.1	na	9823	9823	Sus scrofa	breed=Meishan		latest	Scaffold	Major	Full	05/08/2016	Meishan_pig_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/195/GCA_001700195.1_Meishan_pig_v1		
GCA_001700215.1	PRJNA309108	SAMN04440476	LUXT00000000.1	na	9823	9823	Sus scrofa	breed=Landrace		latest	Scaffold	Major	Full	05/08/2016	Landrace_pig_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/215/GCA_001700215.1_Landrace_pig_v1		
GCA_001700235.1	PRJNA309108	SAMN04440479	LUXV00000000.1	na	9823	9823	Sus scrofa	breed=Bamei		latest	Scaffold	Major	Full	05/08/2016	Bamei_pig_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/235/GCA_001700235.1_Bamei_pig_v1		
GCA_001700255.1	PRJNA309108	SAMN04440477	LUXU00000000.1	na	9823	9823	Sus scrofa	breed=Pietrain		latest	Scaffold	Major	Full	05/08/2016	Pietrain_pig_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/255/GCA_001700255.1_Pietrain_pig_v1		
GCA_001700295.1	PRJNA309108	SAMN04440480	LUXY00000000.1	na	9823	9823	Sus scrofa	breed=Jinhua		latest	Scaffold	Major	Full	05/08/2016	Jinhua_pig_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/295/GCA_001700295.1_Jinhua_pig_v1		
GCA_001700575.1	PRJNA309108	SAMN04440475	LUXW00000000.1	na	9823	9823	Sus scrofa	breed=Berkshire		latest	Scaffold	Major	Full	05/08/2016	Berkshire_pig_v1	Novogene	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/575/GCA_001700575.1_Berkshire_pig_v1		
GCA_002844635.1	PRJNA392765	SAMN07325927	NPJO00000000.1	na	9823	9823	Sus scrofa	breed=Cross-bred	201423004	latest	Chromosome	Major	Full	20/12/2017	USMARCv1.0	USDA ARS	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/635/GCA_002844635.1_USMARCv1.0		
GCA_900119615.2	PRJEB2923	SAMEA1095224	FPKY00000000.2	na	9823	9823	Sus scrofa			latest	Chromosome	Major	Partial	08/02/2017	WTSI_X_Y_pig V2	SC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/615/GCA_900119615.2_WTSI_X_Y_pig_V2		
GCA_002995585.1	PRJNA389773	SAMN07206988	NKPW00000000.1	representative genome	9833	9833	Hippopotamus amphibius		HIP001	latest	Scaffold	Major	Full	13/03/2018	ASM299558v1	Senckenberg Gesellschaft fuer Naturforschung	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/585/GCA_002995585.1_ASM299558v1		
GCA_000604445.1	PRJEB407	SAMEA3138966	CAOW000000000.1	na	9837	9837	Camelus bactrianus			latest	Scaffold	Major	Full	03/07/2013	CB1	VETMEDUNI_POPGEN	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/445/GCA_000604445.1_CB1		
GCA_000767855.1	PRJNA183605	SAMN02953968	JARL00000000.1	representative genome	9837	9837	Camelus bactrianus	breed=Alxa		latest	Scaffold	Major	Full	23/10/2014	Ca_bactrianus_MBC_1.0	Inner Mongolia Agricultural University, P.R.China	GCF_000767855.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/855/GCA_000767855.1_Ca_bactrianus_MBC_1.0		
GCA_000767585.1	PRJNA234474	SAMN03000646	JDVD00000000.1	representative genome	9838	9838	Camelus dromedarius	breed=Arabia		latest	Scaffold	Major	Full	21/10/2014	PRJNA234474_Ca_dromedarius_V1.0	King Abdulaziz City for Science and Technology	GCF_000767585.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/585/GCA_000767585.1_PRJNA234474_Ca_dromedarius_V1.0		
GCA_000803125.1	PRJNA269274	SAMN03252735	JWIN00000000.1	na	9838	9838	Camelus dromedarius	breed=African	Drom800	latest	Scaffold	Major	Full	17/12/2014	Cdrom64K	Vetmeduni Vienna	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/125/GCA_000803125.1_Cdrom64K		
GCA_001640815.1	PRJNA310822	SAMN04455907	LSZX00000000.1	na	9838	9838	Camelus dromedarius	breed=Targui		latest	Contig	Major	Full	09/05/2016	ASM164081v1	University of Bristol	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/815/GCA_001640815.1_ASM164081v1		
GCA_000751575.1	PRJEB4372	SAMEA2531521	CCMK000000000.1	representative genome	9858	9858	Capreolus capreolus			latest	Scaffold	Major	Full	09/09/2014	kmer631	UNIMELB	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/751/575/GCA_000751575.1_kmer631		
GCA_002197005.1	PRJNA324173	SAMN05196248	MKHE00000000.1	representative genome	46360	9860	Cervus elaphus hippelaphus		Hungarian	latest	Chromosome	Major	Full	19/06/2017	CerEla1.0	National Agricultural Research and Innovation Centre	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/005/GCA_002197005.1_CerEla1.0		
GCA_000191605.1	PRJNA52611	SAMN02953782	AEGY00000000.1	na	9874	9874	Odocoileus virginianus			latest	Contig	Major	Partial	07/03/2011	WTD_RRL	Texas A&M University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/605/GCA_000191605.1_WTD_RRL		
GCA_000191625.1	PRJNA52611	SAMN02953782	AEGZ00000000.1	na	9874	9874	Odocoileus virginianus			latest	Contig	Major	Full	07/03/2011	RRL-RSL_1.0	Texas A&M University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/625/GCA_000191625.1_RRL-RSL_1.0		
GCA_002102435.1	PRJNA317745	SAMN05363940	MLBE00000000.1	representative genome	9880	9874	Odocoileus virginianus texanus		animal Pink-7	latest	Scaffold	Major	Full	20/04/2017	Ovir.te_1.0	Baylor College of Medicine	GCF_002102435.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/435/GCA_002102435.1_Ovir.te_1.0		
GCA_002201775.1	PRJNA361449	SAMN06233879	NIVO00000000.1	representative genome	9899	9899	Ammotragus lervia		NAZ	latest	Scaffold	Major	Full	20/06/2017	A_lervia_NAZ_v1.0	Northwest A&F University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/775/GCA_002201775.1_A_lervia_NAZ_v1.0		
GCA_000754665.1	PRJNA257088	SAMN02947321	JPYT00000000.1	representative genome	43346	9901	Bison bison bison		TAMUID 2011002044	latest	Scaffold	Major	Full	08/10/2014	Bison_UMD1.0	University of Maryland	GCF_000754665.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/665/GCA_000754665.1_Bison_UMD1.0		
GCA_000003055.5	PRJNA32899	SAMN02898106	DAAA00000000.2	representative genome	9913	9913	Bos taurus	breed=Hereford		latest	Chromosome	Minor	Full	25/11/2014	Bos_taurus_UMD_3.1.1	Center for Bioinformatics and Computational Biology, University of Maryland	GCF_000003055.6	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/055/GCA_000003055.5_Bos_taurus_UMD_3.1.1		
GCA_000003205.6	PRJNA12555	SAMN02898106	AAFC00000000.5	na	9913	9913	Bos taurus	breed=Hereford		latest	Chromosome	Major	Full	19/11/2015	Btau_5.0.1	Cattle Genome Sequencing International Consortium	GCF_000003205.7	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/205/GCA_000003205.6_Btau_5.0.1		
GCA_002263795.2	PRJNA391427	SAMN03145444	NKLS00000000.2	na	9913	9913	Bos taurus	breed=Hereford	L1 Dominette 01449 registration number 42190680	latest	Chromosome	Major	Full	11/04/2018	ARS-UCD1.2	USDA ARS	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/263/795/GCA_002263795.2_ARS-UCD1.2		
GCA_000247795.2	PRJNA72827	SAMN02953802	AGFL00000000.1	representative genome	9915	9915	Bos indicus	breed=Nelore	QUIL7308	latest	Chromosome	Major	Full	25/11/2014	Bos_indicus_1.0	Genoa Biotecnologia SA   	GCF_000247795.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/795/GCA_000247795.2_Bos_indicus_1.0		
GCA_002933975.1	PRJNA427256	SAMN08225763	PRDE00000000.1	na	9915	9915	Bos indicus	breed=Gir		latest	Chromosome	Major	Full	22/02/2018	ASM293397v1	Anand Agricultural University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/933/975/GCA_002933975.1_ASM293397v1		
GCA_000765075.1	PRJEB3140	SAMEA3146278	CBYH000000000.1	na	9923	9923	Capra aegagrus			latest	Scaffold	Major	Full	15/07/2014	Caeg1	EBI	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/765/075/GCA_000765075.1_Caeg1		
GCA_000978405.1	PRJNA261263	SAMN03282421	JXYW00000000.1	representative genome	9923	9923	Capra aegagrus		BamuBGIKM	latest	Chromosome	Major	Full	24/04/2015	CapAeg_1.0	BGI	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/405/GCA_000978405.1_CapAeg_1.0		
GCA_000317765.2	PRJNA158393	SAMN02953816	AJPT00000000.2	na	9925	9925	Capra hircus	breed=Yunnan black goat		latest	Chromosome	Major	Full	16/09/2015	CHIR_2.0	Beijing Genomics Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/765/GCA_000317765.2_CHIR_2.0		
GCA_001704415.1	PRJNA290100	SAMN03863711	LWLT00000000.1	representative genome	9925	9925	Capra hircus	breed=San Clemente		latest	Chromosome	Major	Full	24/08/2016	ARS1	USDA ARS	GCF_001704415.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/415/GCA_001704415.1_ARS1		
GCA_000005525.1	PRJNA33937	SAMN03004385	ACIV000000000.1	na	9940	9940	Ovis aries	breed=mixed		latest	Chromosome	Major	Full	25/02/2010	Ovis_aries_1.0	International Sheep Genomics Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/525/GCA_000005525.1_Ovis_aries_1.0		
GCA_000298735.2	PRJNA169880	SAMN00116405	AMGL00000000.2	representative genome	9940	9940	Ovis aries	breed=Texel		latest	Chromosome	Major	Full	20/11/2015	Oar_v4.0	International Sheep Genome Consortium	GCF_000298735.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/735/GCA_000298735.2_Oar_v4.0		
GCA_000765115.1	PRJEB3141	SAMEA3146279	CBYI000000000.1	na	9938	9940	Ovis aries musimon			latest	Scaffold	Major	Full	15/07/2014	Oori1	EBI	GCF_000765115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/765/115/GCA_000765115.1_Oori1		
GCA_002742125.1	PRJNA414087	SAMN07839099	PEKD00000000.1	na	9940	9940	Ovis aries	breed=Rambouillet, /strain=OAR_USU_Benz2616		latest	Chromosome	Major	Full	02/11/2017	Oar_rambouillet_v1.0	Baylor College of Medicine Human Genome Sequencing Center	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/742/125/GCA_002742125.1_Oar_rambouillet_v1.0		
GCA_900215825.1	PRJEB22504	SAMEA3141916	OBLE00000000.1	representative genome	9946	9946	Tragelaphus strepsiceros			latest	Contig	Major	Full	02/01/2018	ERR688806	EMBL-EBI	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/215/825/GCA_900215825.1_ERR688806		
GCA_001685135.1	PRJNA256023	SAMN02935387	JSZB00000000.1	representative genome	9974	9974	Manis javanica		MP_PG03-UM	latest	Scaffold	Major	Full	14/07/2016	ManJav1.0	The International Pangolin Research Consortium	GCF_001685135.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/135/GCA_001685135.1_ManJav1.0		
GCA_000164825.1	PRJNA19235	SAMN03000703	AAYZ00000000.1	na	9978	9978	Ochotona princeps		NMMNH268	latest	Scaffold	Major	Full	03/08/2007	ASM16482v1	Broad Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/825/GCA_000164825.1_ASM16482v1		
GCA_000292845.1	PRJNA74593	SAMN00767999	ALIT00000000.1	representative genome	9978	9978	Ochotona princeps		Ochotona princeps_07Jul2011	latest	Scaffold	Major	Full	27/08/2012	OchPri3.0	Broad Institute	GCF_000292845.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/845/GCA_000292845.1_OchPri3.0		
GCA_000003625.1	PRJNA12819	SAMN02953624	AAGW00000000.2	representative genome	9986	9986	Oryctolagus cuniculus	breed=Thorbecke inbred		latest	Chromosome	Major	Full	20/10/2009	OryCun2.0	The Broad Institute of MIT and Harvard	GCF_000003625.3	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/625/GCA_000003625.1_OryCun2.0		
GCA_001458135.1	PRJEB8272	SAMEA3214822	CZRN00000000.1	representative genome	9994	9993	Marmota marmota marmota			latest	Scaffold	Major	Full	20/11/2015	marMar2.1	MRC NATIONAL INSTITUTE FOR MEDICAL RESEARCH	GCF_001458135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/458/135/GCA_001458135.1_marMar2.1		
GCA_000151885.2	PRJNA20385	SAMN02900551	ABRO00000000.2	representative genome	10020	10020	Dipodomys ordii		6190	latest	Scaffold	Major	Full	12/12/2014	Dord_2.0	Baylor College of Medicine	GCF_000151885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/885/GCA_000151885.2_Dord_2.0		
GCA_000223135.1	PRJNA69991	SAMN02981352	AFTD00000000.1	representative genome	10029	10029	Cricetulus griseus			latest	Scaffold	Major	Full	23/08/2011	CriGri_1.0	Beijing Genomics Institute	GCF_000223135.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/135/GCA_000223135.1_CriGri_1.0		
GCA_000419365.1	PRJNA167053	SAMN02981459	AMDS00000000.1	na	10029	10029	Cricetulus griseus			latest	Scaffold	Major	Full	12/07/2013	C_griseus_v1.0	Beijing Genomics Institution-shenzhen	GCF_000419365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/419/365/GCA_000419365.1_C_griseus_v1.0		
GCA_000448345.1	PRJNA189319	SAMN02981520	APMK00000000.1	na	10029	10029	Cricetulus griseus	strain=17A/GY		latest	Scaffold	Major	Full	29/08/2013	Cgr1.0	CeBiTec, Bielefeld University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/345/GCA_000448345.1_Cgr1.0		
GCA_900186095.1	PRJEB21211	SAMEA104116709	FYBK00000000.1	na	10029	10029	Cricetulus griseus			latest	Scaffold	Major	Full	30/06/2017	CHOK1S_HZDv1	Eagle Genomics Ltd	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/095/GCA_900186095.1_CHOK1S_HZDv1		
GCA_000349665.1	PRJNA77669	SAMN00769068	APMT00000000.1	representative genome	10036	10036	Mesocricetus auratus		Golden Hamster female 1	latest	Scaffold	Major	Full	29/03/2013	MesAur1.0	Broad Institute	GCF_000349665.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/665/GCA_000349665.1_MesAur1.0		
GCA_000500345.1	PRJNA53563	SAMN00848614	AYHN00000000.1	representative genome	230844	10042	Peromyscus maniculatus bairdii			latest	Scaffold	Major	Full	03/12/2013	Pman_1.0	Baylor College of Medicine	GCF_000500345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/345/GCA_000500345.1_Pman_1.0		
GCA_001707965.1	PRJNA318271	SAMN05191964	MCBN000000000.1	representative genome	10044	10044	Phodopus sungorus		SBHNorthAmerica	latest	Contig	Major	Full	18/08/2016	Psun0.5	University of Chicago	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/965/GCA_001707965.1_Psun0.5		
GCA_002204375.1	PRJNA385619	SAMN06897401	NHTI00000000.1	representative genome	10047	10047	Meriones unguiculatus	strain=243		latest	Scaffold	Major	Full	21/06/2017	MunDraft-v1.0	Lucigen Corp.	GCF_002204375.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/375/GCA_002204375.1_MunDraft-v1.0		
GCA_900094665.2	PRJEB14895	SAMEA3367631	FMAL00000000.2	representative genome	10089	10089	Mus caroli			latest	Chromosome	Major	Full	28/04/2017	CAROLI_EIJ_v1.1	EBI	GCF_900094665.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/094/665/GCA_900094665.2_CAROLI_EIJ_v1.1		
GCA_000001635.8	PRJNA20689			reference genome	10090	10090	Mus musculus			latest	Chromosome	Patch	Full	15/09/2017	GRCm38.p6	Genome Reference Consortium	GCF_000001635.26	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/635/GCA_000001635.8_GRCm38.p6		
GCA_000002165.1	PRJNA11785	SAMN03004379	AAHY00000000.1	na	10090	10090	Mus musculus	strain=mixed		latest	Chromosome	Major	Full	04/03/2009	Mm_Celera	Celera Genomics	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/165/GCA_000002165.1_Mm_Celera		
GCA_000181195.1	PRJNA13183	SAMEA3138312	CAAA00000000.1	na	10090	10090	Mus musculus			latest	Contig	Major	Full	15/05/2002	ASM18119v1	Mouse Genome Sequencing Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/195/GCA_000181195.1_ASM18119v1		
GCA_000185105.2	PRJNA59879	SAMN02981292	AEKQ00000000.2	na	10090	10090	Mus musculus	strain=C57BL/6J		latest	Scaffold	Major	Full	29/08/2012	MmusALLPATHS2	Broad Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/105/GCA_000185105.2_MmusALLPATHS2		
GCA_000185125.1	PRJNA59879	SAMN02981292	AEKR00000000.1	na	10090	10090	Mus musculus	strain=C57BL/6J		latest	Scaffold	Major	Full	06/01/2011	MmusSOAP1	Broad Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/125/GCA_000185125.1_MmusSOAP1		
GCA_000350445.1	PRJNA60381	SAMN00190744	AHBB00000000.1	na	10090	10090	Mus musculus	strain=129Sv/Jae	1	latest	Scaffold	Major	Full	05/04/2013	mm129svJae1.0	Broad Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/445/GCA_000350445.1_mm129svJae1.0		
GCA_000389885.1	PRJDB1093	SAMD00039117	BAAG000000000.1	na	10090	10090	Mus musculus	strain=MSM/Ms		latest	Scaffold	Major	Full	23/04/2013	MSM_WGSv1	Research Organization of Information and Systems	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/885/GCA_000389885.1_MSM_WGSv1		
GCA_001624185.1	PRJNA310854	SAMN04489811	LVXH00000000.1	na	10090	10090	Mus musculus	strain=129S1/SvImJ		latest	Chromosome	Major	Full	26/04/2016	129S1_SvImJ_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/185/GCA_001624185.1_129S1_SvImJ_v1		
GCA_001624215.1	PRJNA310854	SAMN04489813	LVXI00000000.1	na	10090	10090	Mus musculus	strain=A/J		latest	Chromosome	Major	Full	26/04/2016	A_J_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/215/GCA_001624215.1_A_J_v1		
GCA_001624295.1	PRJNA310854	SAMN04489815	LVXJ00000000.1	na	10090	10090	Mus musculus	strain=AKR/J		latest	Chromosome	Major	Full	26/04/2016	AKR_J_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/295/GCA_001624295.1_AKR_J_v1		
GCA_001624445.1	PRJNA310854	SAMN04489822	LVXN00000000.1	na	10091	10090	Mus musculus castaneus	strain=CAST/EiJ		latest	Chromosome	Major	Full	26/04/2016	CAST_EiJ_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/445/GCA_001624445.1_CAST_EiJ_v1		
GCA_001624475.1	PRJNA310854	SAMN04489823	LVXO00000000.1	na	10090	10090	Mus musculus	strain=CBA/J		latest	Chromosome	Major	Full	26/04/2016	CBA_J_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/475/GCA_001624475.1_CBA_J_v1		
GCA_001624505.1	PRJNA310854	SAMN04489824	LVXP00000000.1	na	10090	10090	Mus musculus	strain=DBA/2J		latest	Chromosome	Major	Full	26/04/2016	DBA_2J_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/505/GCA_001624505.1_DBA_2J_v1		
GCA_001624535.1	PRJNA310854	SAMN04489825	LVXQ00000000.1	na	10090	10090	Mus musculus	strain=FVB/NJ		latest	Chromosome	Major	Full	26/04/2016	FVB_NJ_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/535/GCA_001624535.1_FVB_NJ_v1		
GCA_001624675.1	PRJNA310854	SAMN04489827	LVXS00000000.1	na	10090	10090	Mus musculus	strain=NOD/ShiLtJ		latest	Chromosome	Major	Full	26/04/2016	NOD_ShiLtJ_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/675/GCA_001624675.1_NOD_ShiLtJ_v1		
GCA_001624745.1	PRJNA310854	SAMN04489828	LVXT00000000.1	na	10090	10090	Mus musculus	strain=NZO/HiLtJ		latest	Chromosome	Major	Full	26/04/2016	NZO_HlLtJ_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/745/GCA_001624745.1_NZO_HlLtJ_v1		
GCA_001624775.1	PRJNA310854	SAMN04489829	LVXU00000000.1	na	39442	10090	Mus musculus musculus	strain=PWK/PhJ		latest	Chromosome	Major	Full	26/04/2016	PWK_PhJ_v1	Wellcome Trust Sanger Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/775/GCA_001624775.1_PWK_PhJ_v1		
